DBN,District,Borough_Code,Borough,Borough_Number,School_Name,Num_SAT_Test_Takers,SAT_Reading_Avg_Score,SAT_Math_Avg_Score,SAT_Writing_Avg_Score
07X527,7,X,Bronx,527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,62,362,378,363
07X473,7,X,Bronx,473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,63,351,375,371
10X438,10,X,Bronx,438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY,63,367,385,367
07X520,7,X,Bronx,520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,64,399,396,391
09X413,9,X,Bronx,413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,64,400,419,402
07X221,7,X,Bronx,221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,65,364,378,348
10X439,10,X,Bronx,439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,65,366,364,352
07X500,7,X,Bronx,500,HOSTOSsLINCOLN ACADEMY OF SCIENCE,66,420,426,411
12X684,12,X,Bronx,684,WINGS ACADEMY,66,378,374,362
08X305,8,X,Bronx,305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,67,337,361,340
08X312,8,X,Bronx,312,MILLENNIUM ART ACADEMY,67,387,402,375
09X252,9,X,Bronx,252,MOTT HALL BRONX HIGH SCHOOL,67,369,367,356
08X519,8,X,Bronx,519,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356
10X546,10,X,Bronx,546,BRONX THEATRE HIGH SCHOOL,68,348,362,354
11X290,11,X,Bronx,290,BRONX ACADEMY OF HEALTH CAREERS,69,387,365,383
11X275,11,X,Bronx,275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72,381,376,354
11X513,11,X,Bronx,513,NEW WORLD HIGH SCHOOL,72,332,381,335
12X682,12,X,Bronx,682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342,346,341
10X660,10,X,Bronx,660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,73,362,382,356
09X263,9,X,Bronx,263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,74,356,363,356
11X249,11,X,Bronx,249,BRONX HEALTH SCIENCES HIGH SCHOOL,74,370,381,382
07X600,7,X,Bronx,600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,76,394,400,364
11X542,11,X,Bronx,542,PELHAM PREPARATORY ACADEMY,76,431,438,419
08X650,8,X,Bronx,650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,78,377,359,376
09X231,9,X,Bronx,231,EAGLE ACADEMY FOR YOUNG MEN,78,373,387,374
07X495,7,X,Bronx,495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,79,403,394,404
10X237,10,X,Bronx,237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",79,382,393,382
09X241,9,X,Bronx,241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415
09X505,9,X,Bronx,505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",80,404,418,402
09X260,9,X,Bronx,260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,81,459,480,457
11X265,11,X,Bronx,265,BRONX LAB SCHOOL,81,377,391,367
10X213,10,X,Bronx,213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,86,373,412,365
10X696,10,X,Bronx,696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,92,636,648,636
11X288,11,X,Bronx,288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,97,444,471,433
10X477,10,X,Bronx,477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,99,414,435,414
10X475,10,X,Bronx,475,JOHN F. KENNEDY HIGH SCHOOL,109,351,362,339
10X368,10,X,Bronx,368,INsTECH ACADEMY (M.S. / HIGH SCHOOL 368),111,390,408,383
10X141,10,X,Bronx,141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),113,438,455,440
07X670,7,X,Bronx,670,HEALTH OPPORTUNITIES HIGH SCHOOL,114,363,368,364
09X525,9,X,Bronx,525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,114,384,394,388
11X415,11,X,Bronx,415,CHRISTOPHER COLUMBUS HIGH SCHOOL,121,367,361,353
11X455,11,X,Bronx,455,HARRY S TRUMAN HIGH SCHOOL,189,386,397,368
08X405,8,X,Bronx,405,HERBERT H. LEHMAN HIGH SCHOOL,415,412,436,393
10X440,10,X,Bronx,440,DEWITT CLINTON HIGH SCHOOL,443,419,426,410
10X445,10,X,Bronx,445,BRONX HIGH SCHOOL OF SCIENCE,731,632,688,649
07X379,7,X,Bronx,379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,0,0,0,0
07X381,7,X,Bronx,381,BRONX HAVEN HIGH SCHOOL,0,0,0,0
08X269,8,X,Bronx,269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,0,0,0,0
08X367,8,X,Bronx,367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",0,0,0,0
08X376,8,X,Bronx,376,"ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOARD SCHOOL",0,0,0,0
08X432,8,X,Bronx,432,BRONX BRIDGES HIGH SCHOOL,0,0,0,0
08X507,8,X,Bronx,507,STEVENSON YABC,0,0,0,0
08X537,8,X,Bronx,537,BRONX ARENA HIGH SCHOOL,0,0,0,0
09X324,9,X,Bronx,324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,0,0,0,0
10X319,10,X,Bronx,319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,0,0,0,0
10X478,10,X,Bronx,478,LEARNING TO WORK GED AT JOHN F. KENNEDY,0,0,0,0
11X417,11,X,Bronx,417,YOUNG ADULT BOROUGH CNTR CHRISTOPHER COLUMBUS HS,0,0,0,0
11X456,11,X,Bronx,456,LEARNING TO WORK YABC AT TRUMAN HIGH SCHOOL,0,0,0,0
12X428,12,X,Bronx,428,LEARNING TO WORK YABC AT MONROE ACADEMY,0,0,0,0
12X478,12,X,Bronx,478,THE CINEMA SCHOOL,0,0,0,0
12X479,12,X,Bronx,479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,0,0,0,0
75X012,75,X,Bronx,12,P.S. X012 LEWIS AND CLARK SCHOOL,0,0,0,0
75X754,75,X,Bronx,754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,0,0,0,0
